,index,PRES,TMPK,DWPK,RELH,UWND,VWND,HGHT,TIME,LAT,LON,lat,lon,time,deltat,plev,u,v,error_era5,u_error,v_error,error_mag
33,33,257.0,236.05,199.05,1.05,28.5,5.03,10778.74,2020-07-07 00:00:00,33.56,-7.66,33.5,-7.5,2020-07-07 02:01:36,0 days 02:01:36,260.0,2.2823992,0.003175605,24.599049,26.21760082244873,5.026824394911528,26.69515979316367
34,34,250.0,234.65,198.65,1.14,27.38,4.83,10970.0,2020-07-07 00:00:00,33.56,-7.66,33.5,-7.5,2020-07-07 02:01:36,0 days 02:01:36,247.39999389648438,8.320827,0.81184137,18.546757,19.059173469543456,4.018158631324768,19.478133692133824
35,35,238.0,233.05,197.05,1.06,25.95,5.61,11306.27,2020-07-07 00:00:00,33.56,-7.66,33.5,-7.5,2020-07-07 02:01:36,0 days 02:01:36,235.1999969482422,9.850416,0.24649961,17.103659,16.09958381652832,5.3635003870725635,16.9694942608066
36,36,200.0,224.65,191.65,1.12,20.8,7.57,12470.0,2020-07-07 00:00:00,33.56,-7.66,33.5,-7.5,2020-07-07 02:01:36,0 days 02:01:36,201.0,7.371455,3.7840273,14.283099,13.428544807434083,3.785972661972046,13.952039443839906
37,37,174.0,218.16,187.1,1.11,13.92,9.75,13360.71,2020-07-07 00:00:00,33.56,-7.66,33.5,-7.5,2020-07-07 02:01:36,0 days 02:01:36,170.10000610351562,3.2244146,6.6173043,13.104075,10.695585412979126,3.1326956748962402,11.144923935040808
38,38,150.0,211.25,182.25,1.11,10.92,13.02,14310.0,2020-07-07 00:00:00,33.56,-7.66,33.5,-7.5,2020-07-07 02:01:36,0 days 02:01:36,151.3000030517578,0.57892823,6.002932,13.435811,10.341071767807007,7.017067928314209,12.497079963635944
39,39,142.0,208.45,180.45,1.15,16.1,10.9,14645.29,2020-07-07 00:00:00,33.56,-7.66,33.5,-7.5,2020-07-07 02:01:36,0 days 02:01:36,142.39999389648438,5.8465858,4.6919913,9.412276,10.253414249420167,6.208008670806885,11.986320345586714
40,40,140.0,208.48,180.48,1.15,17.39,10.04,14731.53,2020-07-07 00:00:00,33.56,-7.66,33.5,-7.5,2020-07-07 02:01:36,0 days 02:01:36,142.39999389648438,5.8465858,4.6919913,9.412276,11.543414249420167,5.348008670806884,12.72209138769024
41,41,131.0,208.59,180.59,1.16,11.13,4.05,15135.5,2020-07-07 00:00:00,33.56,-7.66,33.5,-7.5,2020-07-07 02:01:36,0 days 02:01:36,133.8000030517578,5.231556,5.029928,4.9512243,5.898444061279298,-0.9799282073974611,5.9792893922015695
42,42,127.0,208.65,180.65,1.16,10.05,6.81,15324.03,2020-07-07 00:00:00,33.56,-7.66,33.5,-7.5,2020-07-07 02:01:36,0 days 02:01:36,125.5999984741211,1.7235297,5.7398205,8.530217,8.326470303535462,1.07017951965332,8.3949622941347
43,43,124.0,207.85,180.05,1.15,8.74,8.74,15466.65,2020-07-07 00:00:00,33.56,-7.66,33.5,-7.5,2020-07-07 02:01:36,0 days 02:01:36,125.5999984741211,1.7235297,5.7398205,8.530217,7.016470303535462,3.0001795196533205,7.63098503933419
44,44,111.0,204.14,177.27,1.12,9.13,1.61,16127.39,2020-07-07 00:00:00,33.56,-7.66,33.5,-7.5,2020-07-07 02:01:36,0 days 02:01:36,110.19999694824219,4.0355716,6.7896533,4.79366,5.094428424835206,-5.179653301239013,7.26512279984345
45,45,107.0,202.91,176.35,1.11,2.76,2.31,16346.35,2020-07-07 00:00:00,33.56,-7.66,33.5,-7.5,2020-07-07 02:01:36,0 days 02:01:36,110.19999694824219,4.0355716,6.7896533,4.79366,-1.2755715751647951,-4.479653301239013,4.657722248338772
46,46,100.0,200.65,174.65,1.1,3.52,9.68,16750.0,2020-07-07 00:00:00,33.56,-7.66,33.5,-7.5,2020-07-07 02:01:36,0 days 02:01:36,103.0,4.0696473,5.062119,6.459328,-0.5496473121643066,4.617880992889404,4.6504770757696114
47,47,90.5,198.45,173.45,1.19,5.46,15.0,17336.07,2020-07-07 00:00:00,33.56,-7.66,33.5,-7.5,2020-07-07 02:01:36,0 days 02:01:36,103.0,4.0696473,5.062119,6.459328,1.3903526878356933,9.937880992889404,10.03466786821589
48,48,70.0,204.85,177.85,1.14,-4.35,-1.58,18860.0,2020-07-07 00:00:00,33.56,-7.66,33.5,-7.5,2020-07-07 02:01:36,0 days 02:01:36,103.0,4.0696473,5.062119,6.459328,-8.419647312164306,-6.642119007110596,10.724187883744646
49,49,50.0,211.05,182.05,1.1,-14.41,0.0,20900.0,2020-07-07 00:00:00,33.56,-7.66,33.5,-7.5,2020-07-07 02:01:36,0 days 02:01:36,103.0,4.0696473,5.062119,6.459328,-18.479647312164307,-5.062119007110596,19.160438763873124
12,12,792.44,295.83,273.39,22.58,1.94,5.32,2134.0,2020-07-07 21:00:00,32.85,-114.4,32.5,-114.5,2020-07-07 08:48:00,0 days 12:12:00,802.4000244140625,7.3295064,1.9306498,4.740272,-5.389506397247315,3.3893502426147464,6.366669009229423
13,13,771.0,293.75,270.75,21.14,3.3,4.6,2373.84,2020-07-07 21:00:00,32.85,-114.4,32.5,-114.5,2020-07-07 08:48:00,0 days 12:12:00,777.7999877929688,3.070596,-1.3456568,4.885377,0.22940402030944806,5.945656752586364,5.950080707361033
14,14,765.22,293.16,271.17,22.62,3.64,4.34,2438.0,2020-07-07 21:00:00,32.85,-114.4,32.5,-114.5,2020-07-07 08:48:00,0 days 12:12:00,753.5999755859375,5.0652146,1.2436813,2.8579392,-1.4252146339416503,3.096318688392639,3.4085812551398775
15,15,738.31,290.34,273.17,31.23,5.52,4.63,2743.0,2020-07-07 21:00:00,32.85,-114.4,32.5,-114.5,2020-07-07 08:48:00,0 days 12:12:00,729.9000244140625,3.0104084,-2.3671145,7.012305,2.5095915985107418,6.997114543914795,7.433549753111205
16,16,700.0,286.15,276.15,50.64,4.73,6.75,3197.0,2020-07-07 21:00:00,32.85,-114.4,32.5,-114.5,2020-07-07 08:48:00,0 days 12:12:00,706.5999755859375,4.2452555,0.7648476,6.6612105,0.4847445297241215,5.985152423381805,6.004750352030512
17,17,687.08,284.8,275.93,54.45,5.02,7.17,3353.0,2020-07-07 21:00:00,32.85,-114.4,32.5,-114.5,2020-07-07 08:48:00,0 days 12:12:00,683.7000122070312,4.4607897,-1.0302075,8.100812,0.5592103195190425,8.200207514762878,8.219252974974683
18,18,666.0,282.55,275.55,61.61,8.44,7.65,3613.91,2020-07-07 21:00:00,32.85,-114.4,32.5,-114.5,2020-07-07 08:48:00,0 days 12:12:00,661.2000122070312,5.9049025,1.3858027,7.9169493,2.5350975418090815,6.264197254180909,6.7577279307304225
19,19,662.44,282.19,275.44,62.64,9.07,7.61,3658.0,2020-07-07 21:00:00,32.85,-114.4,32.5,-114.5,2020-07-07 08:48:00,0 days 12:12:00,661.2000122070312,5.9049025,1.3858027,7.9169493,3.1650975418090823,6.2241972541809085,6.982726824680961
20,20,638.44,279.7,274.68,70.33,10.25,8.6,3962.0,2020-07-07 21:00:00,32.85,-114.4,32.5,-114.5,2020-07-07 08:48:00,0 days 12:12:00,639.0999755859375,3.3569152,-2.791124,12.700804,6.893084764480591,11.39112410545349,13.314365398176438
21,21,615.23,277.2,273.92,79.23,8.27,9.86,4267.0,2020-07-07 21:00:00,32.85,-114.4,32.5,-114.5,2020-07-07 08:48:00,0 days 12:12:00,617.5,4.010715,0.43474427,8.187579,4.259284992218017,9.425255731344222,10.342966414243582
22,22,613.0,276.95,273.85,80.18,8.28,9.79,4296.98,2020-07-07 21:00:00,32.85,-114.4,32.5,-114.5,2020-07-07 08:48:00,0 days 12:12:00,617.5,4.010715,0.43474427,8.187579,4.269284992218017,9.355255731344222,10.283365409418597
23,23,586.0,274.35,264.35,47.28,8.36,8.89,4662.21,2020-07-07 21:00:00,32.85,-114.4,32.5,-114.5,2020-07-07 08:48:00,0 days 12:12:00,596.2999877929688,5.6776915,2.9019153,5.3082843,2.6823085403442377,5.988084688186646,6.561397514135156
24,24,570.52,272.37,263.84,52.42,8.37,8.37,4877.0,2020-07-07 21:00:00,32.85,-114.4,32.5,-114.5,2020-07-07 08:48:00,0 days 12:12:00,575.5,3.4181557,4.003493,5.449618,4.951844329833984,4.366507167816161,6.60205627918294
25,25,565.0,271.65,263.65,54.45,8.25,7.55,4954.96,2020-07-07 21:00:00,32.85,-114.4,32.5,-114.5,2020-07-07 08:48:00,0 days 12:12:00,555.2000122070312,4.799107,2.8916638,1.6220447,3.450892925262451,4.658336210250854,5.797306118307082
26,26,563.0,271.65,261.65,46.47,8.19,7.25,4983.27,2020-07-07 21:00:00,32.85,-114.4,32.5,-114.5,2020-07-07 08:48:00,0 days 12:12:00,555.2000122070312,4.799107,2.8916638,1.6220447,3.3908929252624507,4.3583362102508545,5.5220692998348655
27,27,561.0,273.35,232.35,2.81,8.13,6.96,5011.73,2020-07-07 21:00:00,32.85,-114.4,32.5,-114.5,2020-07-07 08:48:00,0 days 12:12:00,555.2000122070312,4.799107,2.8916638,1.6220447,3.330892925262452,4.0683362102508545,5.2579660705639535
28,28,560.0,273.75,234.75,3.5,8.09,6.82,5026.04,2020-07-07 21:00:00,32.85,-114.4,32.5,-114.5,2020-07-07 08:48:00,0 days 12:12:00,555.2000122070312,4.799107,2.8916638,1.6220447,3.290892925262451,3.9283362102508548,5.124626974357304
29,29,549.21,273.09,231.12,2.52,7.59,5.32,5182.0,2020-07-07 21:00:00,32.85,-114.4,32.5,-114.5,2020-07-07 08:48:00,0 days 12:12:00,555.2000122070312,4.799107,2.8916638,1.6220447,2.790892925262451,2.4283362102508548,3.6994459139573164
30,30,542.0,272.65,228.65,1.99,7.36,5.49,5287.82,2020-07-07 21:00:00,32.85,-114.4,32.5,-114.5,2020-07-07 08:48:00,0 days 12:12:00,535.2000122070312,4.9918413,4.786676,0.8921616,2.368158683776856,0.7033240699768069,2.470392741844193
31,31,535.0,272.85,224.85,1.29,7.12,5.65,5391.81,2020-07-07 21:00:00,32.85,-114.4,32.5,-114.5,2020-07-07 08:48:00,0 days 12:12:00,535.2000122070312,4.9918413,4.786676,0.8921616,2.1281586837768556,0.863324069976807,2.2966035428728566
32,32,508.82,270.41,224.04,1.41,6.19,6.19,5791.0,2020-07-07 21:00:00,32.85,-114.4,32.5,-114.5,2020-07-07 08:48:00,0 days 12:12:00,515.7000122070312,4.3570585,1.9248261,2.19446,1.8329414749145512,4.265173854827881,4.642346654696228
33,33,503.0,269.85,223.85,1.44,6.36,2.15,5882.62,2020-07-07 21:00:00,32.85,-114.4,32.5,-114.5,2020-07-07 08:48:00,0 days 12:12:00,496.6000061035156,2.9718356,3.6161594,2.6151407,3.388164386749268,-1.4661594390869142,3.6917856671886704
34,34,500.0,270.25,222.25,1.16,5.64,0.49,5930.0,2020-07-07 21:00:00,32.85,-114.4,32.5,-114.5,2020-07-07 08:48:00,0 days 12:12:00,496.6000061035156,2.9718356,3.6161594,2.6151407,2.6681643867492673,-3.126159439086914,4.109984675556504
35,35,497.0,270.45,222.45,1.17,5.48,0.62,5977.6,2020-07-07 21:00:00,32.85,-114.4,32.5,-114.5,2020-07-07 08:48:00,0 days 12:12:00,496.6000061035156,2.9718356,3.6161594,2.6151407,2.508164386749268,-2.996159439086914,3.90741090434407
36,36,489.53,269.57,223.42,1.4,5.07,0.89,6096.0,2020-07-07 21:00:00,32.85,-114.4,32.5,-114.5,2020-07-07 08:48:00,0 days 12:12:00,496.6000061035156,2.9718356,3.6161594,2.6151407,2.098164386749268,-2.726159439086914,3.4400928884472886
37,37,470.82,267.29,225.92,2.2,3.48,-0.93,6401.0,2020-07-07 21:00:00,32.85,-114.4,32.5,-114.5,2020-07-07 08:48:00,0 days 12:12:00,478.0,2.5875926,-1.1668737,2.262052,0.8924073982238769,0.23687369346618647,0.9233093257738828
38,38,447.0,264.25,229.25,4.01,5.75,-2.02,6807.06,2020-07-07 21:00:00,32.85,-114.4,32.5,-114.5,2020-07-07 08:48:00,0 days 12:12:00,441.8999938964844,2.607758,-8.726126,8.332198,3.142241954803467,6.706125717163086,7.4057954763092955
39,39,441.0,265.25,223.25,1.9,6.31,-2.37,6911.75,2020-07-07 21:00:00,32.85,-114.4,32.5,-114.5,2020-07-07 08:48:00,0 days 12:12:00,441.8999938964844,2.607758,-8.726126,8.332198,3.7022419548034664,6.356125717163086,7.355741269531504
40,40,418.41,261.8,229.5,5.0,8.4,-3.92,7315.0,2020-07-07 21:00:00,32.85,-114.4,32.5,-114.5,2020-07-07 08:48:00,0 days 12:12:00,424.5,7.5312386,-1.1159264,2.6593478,0.8687614440917972,-2.8040736150741576,2.935570691619522
41,41,402.09,259.19,234.23,10.16,8.4,-3.92,7620.0,2020-07-07 21:00:00,32.85,-114.4,32.5,-114.5,2020-07-07 08:48:00,0 days 12:12:00,407.5,8.720791,1.2547293,5.003929,-0.320790863037109,-5.1747292709350585,5.184662940373287
42,42,400.0,258.85,234.85,11.13,8.86,-4.13,7660.0,2020-07-07 21:00:00,32.85,-114.4,32.5,-114.5,2020-07-07 08:48:00,0 days 12:12:00,407.5,8.720791,1.2547293,5.003929,0.13920913696289006,-5.3847292709350585,5.386528427946775
43,43,355.01,251.55,230.78,13.51,8.24,-0.0,8534.0,2020-07-07 21:00:00,32.85,-114.4,32.5,-114.5,2020-07-07 08:48:00,0 days 12:12:00,359.0,2.1281102,4.6278973,13.549094,6.11188982963562,-4.627897262573242,7.666330958322647
44,44,326.64,246.45,227.94,15.69,7.1,-5.96,9144.0,2020-07-07 21:00:00,32.85,-114.4,32.5,-114.5,2020-07-07 08:48:00,0 days 12:12:00,328.70001220703125,38.480858,-11.0846615,34.524586,-31.380857849121092,5.1246614837646485,31.796546898522262
45,45,313.32,243.9,226.52,16.99,7.94,-9.47,9449.0,2020-07-07 21:00:00,32.85,-114.4,32.5,-114.5,2020-07-07 08:48:00,0 days 12:12:00,314.1000061035156,-2.9826584,0.9726148,15.588882,10.92265838623047,-10.442614824771882,15.111342448665383
46,46,309.0,243.05,226.05,17.46,9.18,-8.27,9550.75,2020-07-07 21:00:00,32.85,-114.4,32.5,-114.5,2020-07-07 08:48:00,0 days 12:12:00,314.1000061035156,-2.9826584,0.9726148,15.588882,12.162658386230468,-9.24261482477188,15.276000386856348
47,47,300.0,242.05,219.05,8.54,11.2,-5.22,9760.0,2020-07-07 21:00:00,32.85,-114.4,32.5,-114.5,2020-07-07 08:48:00,0 days 12:12:00,300.0,-8.634556,-9.819575,17.274155,19.83455581665039,4.599575309753418,20.36088646090619
48,48,287.59,240.14,215.24,6.44,13.43,-3.6,10058.0,2020-07-07 21:00:00,32.85,-114.4,32.5,-114.5,2020-07-07 08:48:00,0 days 12:12:00,286.29998779296875,-9.448426,-11.426916,18.194273,22.878426246643066,7.826916122436524,24.180219261014635
49,49,287.0,240.05,215.05,6.34,13.45,-3.66,10072.59,2020-07-07 21:00:00,32.85,-114.4,32.5,-114.5,2020-07-07 08:48:00,0 days 12:12:00,286.29998779296875,-9.448426,-11.426916,18.194273,22.898426246643066,7.766916122436523,24.17980377558752
50,50,265.0,235.45,214.45,9.29,13.97,-6.3,10627.63,2020-07-07 21:00:00,32.85,-114.4,32.5,-114.5,2020-07-07 08:48:00,0 days 12:12:00,260.0,-11.6172905,-13.578755,23.289473,25.58729049682617,7.278755378723145,26.602438136987782
51,51,263.29,235.13,214.26,9.37,13.99,-6.53,10668.0,2020-07-07 21:00:00,32.85,-114.4,32.5,-114.5,2020-07-07 08:48:00,0 days 12:12:00,260.0,-11.6172905,-13.578755,23.289473,25.607290496826174,7.048755378723144,26.559711575578575
52,52,108.0,191.05,187.95,59.33,-9999.0,-9999.0,16230.65,2020-07-07 21:00:00,32.85,-114.4,32.5,-114.5,2020-07-07 08:48:00,0 days 12:12:00,110.19999694824219,-4.8626947,-3.7864459,13.391164,-9994.137305259705,-9995.213554143906,14134.605564688594
0,0,1021.0,284.15,281.75,85.13,0.77,1.33,18.0,2020-07-07 00:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 01:55:12,878.5999755859375,-0.23425537,-1.0901796,8.416169,1.0042553734779358,2.4201795625686646,2.6202667746308506
1,1,1000.0,283.35,281.15,86.21,5.13,0.45,188.0,2020-07-07 00:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 01:55:12,878.5999755859375,-0.23425537,-1.0901796,8.416169,5.364255373477936,1.5401795625686645,5.580984572352903
2,2,999.0,283.3,281.15,86.5,5.66,-0.0,196.33,2020-07-07 00:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 01:55:12,878.5999755859375,-0.23425537,-1.0901796,8.416169,5.894255373477936,1.0901795625686646,5.994225378346724
3,3,996.0,283.15,281.15,87.37,6.07,-0.43,221.38,2020-07-07 00:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 01:55:12,878.5999755859375,-0.23425537,-1.0901796,8.416169,6.304255373477936,0.6601795625686646,6.338728016633841
4,4,988.0,283.04,280.3,83.04,6.96,-1.87,288.47,2020-07-07 00:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 01:55:12,878.5999755859375,-0.23425537,-1.0901796,8.416169,7.194255373477936,-0.7798204374313356,7.236396222806746
5,5,981.0,282.95,279.55,79.37,6.39,-2.01,347.63,2020-07-07 00:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 01:55:12,878.5999755859375,-0.23425537,-1.0901796,8.416169,6.6242553734779355,-0.9198204374313352,6.687811965820187
6,6,974.0,282.49,279.34,80.7,5.81,-2.11,406.96,2020-07-07 00:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 01:55:12,878.5999755859375,-0.23425537,-1.0901796,8.416169,6.044255373477935,-1.0198204374313353,6.129686512736155
7,7,952.0,281.02,278.68,85.16,6.59,-1.16,596.25,2020-07-07 00:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 01:55:12,878.5999755859375,-0.23425537,-1.0901796,8.416169,6.824255373477936,-0.06982043743133537,6.824612538153765
8,8,951.0,280.95,278.65,85.37,6.63,-1.15,604.96,2020-07-07 00:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 01:55:12,878.5999755859375,-0.23425537,-1.0901796,8.416169,6.864255373477936,-0.05982043743133536,6.864516029339227
9,9,926.0,279.15,276.75,84.58,7.65,-0.69,824.14,2020-07-07 00:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 01:55:12,878.5999755859375,-0.23425537,-1.0901796,8.416169,7.884255373477936,0.4001795625686646,7.894404757580736
10,10,925.0,279.15,276.55,83.39,7.69,-0.67,833.0,2020-07-07 00:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 01:55:12,878.5999755859375,-0.23425537,-1.0901796,8.416169,7.924255373477936,0.4201795625686645,7.935387456759395
11,11,904.0,277.81,273.4,73.06,8.62,-1.52,1021.09,2020-07-07 00:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 01:55:12,878.5999755859375,-0.23425537,-1.0901796,8.416169,8.854255373477935,-0.42982043743133547,8.8646818232352
12,12,903.0,277.75,273.25,72.59,8.57,-1.51,1030.16,2020-07-07 00:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 01:55:12,878.5999755859375,-0.23425537,-1.0901796,8.416169,8.804255373477936,-0.41982043743133546,8.81425900919074
13,13,885.0,276.55,274.55,86.73,7.65,-1.35,1194.28,2020-07-07 00:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 01:55:12,878.5999755859375,-0.23425537,-1.0901796,8.416169,7.884255373477936,-0.25982043743133554,7.888535317403524
14,14,884.0,276.48,274.15,84.68,7.6,-1.34,1203.47,2020-07-07 00:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 01:55:12,878.5999755859375,-0.23425537,-1.0901796,8.416169,7.834255373477935,-0.24982043743133553,7.838237525606525
15,15,882.0,276.35,273.35,80.68,7.57,-1.0,1221.89,2020-07-07 00:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 01:55:12,878.5999755859375,-0.23425537,-1.0901796,8.416169,7.804255373477936,0.09017956256866455,7.804776376550728
16,16,878.0,275.95,273.45,83.6,7.46,-0.33,1258.8,2020-07-07 00:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 01:55:12,878.5999755859375,-0.23425537,-1.0901796,8.416169,7.694255373477936,0.7601795625686645,7.731716414848722
17,17,873.0,275.75,273.45,84.79,7.24,0.47,1305.13,2020-07-07 00:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 01:55:12,878.5999755859375,-0.23425537,-1.0901796,8.416169,7.474255373477936,1.5601795625686645,7.635355502883985
18,18,872.0,275.69,273.24,83.88,7.18,0.63,1314.42,2020-07-07 00:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 01:55:12,878.5999755859375,-0.23425537,-1.0901796,8.416169,7.4142553734779355,1.7201795625686644,7.611189162714679
19,19,863.0,275.15,271.35,75.92,6.88,1.15,1398.45,2020-07-07 00:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 01:55:12,852.7999877929688,1.2287979,-2.26371,7.4442153,5.651202087402344,3.413710021972656,6.602234557085741
20,20,852.0,274.23,272.36,87.29,6.46,1.73,1502.04,2020-07-07 00:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 01:55:12,852.7999877929688,1.2287979,-2.26371,7.4442153,5.231202087402344,3.9937100219726562,6.581428037960111
21,21,851.0,274.15,272.45,88.41,6.46,1.73,1511.52,2020-07-07 00:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 01:55:12,852.7999877929688,1.2287979,-2.26371,7.4442153,5.231202087402344,3.9937100219726562,6.581428037960111
22,22,850.0,274.15,272.45,88.41,6.46,1.73,1521.0,2020-07-07 00:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 01:55:12,852.7999877929688,1.2287979,-2.26371,7.4442153,5.231202087402344,3.9937100219726562,6.581428037960111
23,23,836.0,273.35,271.05,84.52,5.58,0.99,1654.43,2020-07-07 00:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 01:55:12,827.4000244140625,1.5927564,-5.2373204,9.790429,3.987243609428406,6.227320423126221,7.394432449702451
24,24,822.0,272.35,270.92,89.98,4.61,0.4,1789.53,2020-07-07 00:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 01:55:12,827.4000244140625,1.5927564,-5.2373204,9.790429,3.017243609428406,5.637320423126221,6.3939925360945296
25,25,815.0,271.85,270.85,92.9,5.8,0.51,1857.94,2020-07-07 00:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 01:55:12,827.4000244140625,1.5927564,-5.2373204,9.790429,4.207243609428406,5.7473204231262205,7.122681435748753
26,26,801.0,271.38,268.29,79.39,8.21,0.72,1995.98,2020-07-07 00:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 01:55:12,802.4000244140625,2.3610551,-3.443517,8.982921,5.848944864273072,4.163516969680786,7.179486721355937
27,27,797.0,271.25,267.55,75.81,9.26,-0.16,2035.87,2020-07-07 00:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 01:55:12,802.4000244140625,2.3610551,-3.443517,8.982921,6.898944864273071,3.283516969680786,7.640479299786203
28,28,795.0,271.25,266.25,68.64,9.75,-0.68,2055.86,2020-07-07 00:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 01:55:12,802.4000244140625,2.3610551,-3.443517,8.982921,7.388944864273071,2.763516969680786,7.888823248684247
29,29,792.0,271.45,264.45,58.83,10.44,-1.56,2085.94,2020-07-07 00:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 01:55:12,802.4000244140625,2.3610551,-3.443517,8.982921,8.07894486427307,1.883516969680786,8.295600417995054
30,30,791.0,271.55,264.05,56.6,10.65,-1.88,2096.0,2020-07-07 00:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 01:55:12,802.4000244140625,2.3610551,-3.443517,8.982921,8.288944864273072,1.5635169696807862,8.435116613149976
31,31,790.0,271.65,263.65,54.45,10.7,-1.86,2106.07,2020-07-07 00:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 01:55:12,777.7999877929688,5.104286,-4.4361978,8.631336,5.595713806152343,2.576197757720947,6.160260374955784
32,32,789.0,271.65,265.65,63.63,10.75,-1.85,2116.16,2020-07-07 00:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 01:55:12,777.7999877929688,5.104286,-4.4361978,8.631336,5.645713806152344,2.586197757720947,6.209871433694907
33,33,788.0,271.65,267.65,74.17,10.79,-1.84,2126.26,2020-07-07 00:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 01:55:12,777.7999877929688,5.104286,-4.4361978,8.631336,5.685713806152343,2.5961977577209474,6.250406729379028
34,34,781.0,272.25,266.25,63.78,11.14,-1.74,2197.43,2020-07-07 00:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 01:55:12,777.7999877929688,5.104286,-4.4361978,8.631336,6.035713806152344,2.696197757720947,6.610546384264881
35,35,777.0,272.25,264.25,54.62,11.35,-1.68,2238.43,2020-07-07 00:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 01:55:12,777.7999877929688,5.104286,-4.4361978,8.631336,6.245713806152343,2.7561977577209475,6.826827010260914
36,36,772.0,271.85,264.85,58.94,11.6,-1.59,2289.92,2020-07-07 00:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 01:55:12,777.7999877929688,5.104286,-4.4361978,8.631336,6.495713806152343,2.8461977577209474,7.091906621458993
37,37,765.0,271.45,263.45,54.4,11.95,-1.47,2362.47,2020-07-07 00:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 01:55:12,753.5999755859375,6.308064,-4.160815,8.420031,5.641936016082763,2.6908147621154788,6.250754042000887
38,38,761.0,271.45,264.45,58.83,12.16,-1.39,2404.2,2020-07-07 00:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 01:55:12,753.5999755859375,6.308064,-4.160815,8.420031,5.851936016082764,2.770814762115479,6.4747640561092
39,39,757.0,271.45,261.45,46.41,12.36,-1.31,2446.14,2020-07-07 00:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 01:55:12,753.5999755859375,6.308064,-4.160815,8.420031,6.051936016082763,2.8508147621154785,6.689773863940039
40,40,754.0,271.25,262.25,50.2,12.51,-1.25,2477.72,2020-07-07 00:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 01:55:12,753.5999755859375,6.308064,-4.160815,8.420031,6.2019360160827635,2.9108147621154785,6.85104757879654
41,41,748.0,270.97,261.97,50.12,12.82,-1.12,2541.18,2020-07-07 00:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 01:55:12,753.5999755859375,6.308064,-4.160815,8.420031,6.511936016082764,3.0408147621154784,7.186923200859688
42,42,741.0,270.65,261.65,50.03,13.47,0.19,2615.86,2020-07-07 00:00:00,54.5,-6.34,54.5,-6.5,2020-07-07 01:55:12,0 days 01:55:12,729.9000244140625,9.230964,-3.4352243,6.3346653,4.239036293029786,3.6252242946624755,5.577784495678795
